epoch_utc,time_utc,recommended_trade,gate_status,paper_status,paper_reason_blocked,directional_confidence,setup_score,expected_value,entry_price,stop_loss,tp1,tp2,session_name,manual_override_used,execution_scope,learning_source,streamlit_scope,volume_lots,risk_cash,position_sizing_mode,account_balance_snapshot,assumed_contract_size,directive_id,broker_trading_enabled,broker_block_reason
1775837880,2026-04-10 16:18:00,WATCH,BLOCKED,BLOCKED,MAIN_BIAS_HOLD|LOW_CONFIDENCE|NEGATIVE_EV|LOW_SETUP_SCORE,0.3962204246,0.38329919107,0.0,4770.14,4767.0882099212,4774.7176851182,4777.769475197,Afternoon Hunt,False,mirror_to_mt5_demo,paper_signal_with_mt5_execution,paper_research_only,0.0,7.5241750000000005,equity_risk,3009.67,100.0,1775837880|WATCH|Afternoon Hunt,True,
